species,filename,duration,sample_rate,archive
ANPA,ANPA-2858528.wav,4.999022,500000,ANPA.zip
ANPA,ANPA-2153644.wav,4.752,384000,ANPA.zip
ANPA,ANPA-54319817.wav,6.0,384000,ANPA.zip
ANPA,ANPA-31856063.wav,4.99992,500000,ANPA.zip
ANPA,ANPA-30599670.wav,4.998976,500000,ANPA.zip
ANPA,ANPA-64880048.wav,5.0,500000,ANPA.zip
ANPA,ANPA-56652489.wav,6.0,384000,ANPA.zip
ANPA,ANPA-64954566.wav,6.0,384000,ANPA.zip
ANPA,ANPA-64869408.wav,5.0,500000,ANPA.zip
ANPA,ANPA-29758522.wav,5.004,192000,ANPA.zip
ANPA,ANPA-73642228.wav,4.999,256000,ANPA.zip
ANPA,ANPA-2216709.wav,6.0,384000,ANPA.zip
ANPA,ANPA-1387535.wav,4.99837,300000,ANPA.zip
ANPA,ANPA-64867914.wav,5.0,300000,ANPA.zip
ANPA,ANPA-28405876.wav,6.0,384000,ANPA.zip
ANPA,ANPA-28349525.wav,6.0,384000,ANPA.zip
ANPA,ANPA-73647401.wav,4.716,256000,ANPA.zip
ANPA,ANPA-33845099.wav,6.0,384000,ANPA.zip
ANPA,ANPA-60370137.wav,7.49,256000,ANPA.zip
ANPA,ANPA-12631925.wav,4.998976,500000,ANPA.zip
ANPA,ANPA-60370124.wav,6.828,256000,ANPA.zip
ANPA,ANPA-12582251.wav,4.998976,500000,ANPA.zip
ANPA,ANPA-1397625.wav,4.99837,300000,ANPA.zip
ANPA,ANPA-74444256.wav,6.0,384000,ANPA.zip
ANPA,ANPA-73556118.wav,5.0,256000,ANPA.zip
ANPA,ANPA-2151488.wav,6.0,384000,ANPA.zip
ANPA,ANPA-73557046.wav,5.0,256000,ANPA.zip
ANPA,ANPA-73556603.wav,3.704,256000,ANPA.zip
ANPA,ANPA-64880580.wav,5.0,500000,ANPA.zip
ANPA,ANPA-64883357.wav,3.0,500000,ANPA.zip
ANPA,ANPA-1516727.wav,4.99837,300000,ANPA.zip
ANPA,ANPA-64895477.wav,3.0,500000,ANPA.zip
ANPA,ANPA-64895322.wav,5.0,500000,ANPA.zip
ANPA,ANPA-64870551.wav,5.0,500000,ANPA.zip
ANPA,ANPA-28441837.wav,4.998666666666667,192000,ANPA.zip
ANPA,ANPA-73555990.wav,5.0,256000,ANPA.zip
ANPA,ANPA-263834.wav,5.892,256000,ANPA.zip
ANPA,ANPA-73515006.wav,4.94,256000,ANPA.zip
ANPA,ANPA-54400714.wav,6.0,384000,ANPA.zip
ANPA,ANPA-31611221.wav,4.99992,500000,ANPA.zip
ANPA,ANPA-269737.wav,7.742,256000,ANPA.zip
ANPA,ANPA-2858570.wav,2.999022,500000,ANPA.zip
ANPA,ANPA-54316520.wav,6.0,384000,ANPA.zip
ANPA,ANPA-29758810.wav,5.004,192000,ANPA.zip
ANPA,ANPA-31607488.wav,4.99992,500000,ANPA.zip
ANPA,ANPA-54319819.wav,6.0,384000,ANPA.zip
ANPA,ANPA-64892071.wav,5.0,500000,ANPA.zip
ANPA,ANPA-29726216.wav,5.004,192000,ANPA.zip
ANPA,ANPA-264125.wav,5.2,256000,ANPA.zip
ANPA,ANPA-60370127.wav,6.444,256000,ANPA.zip
ANPA,ANPA-54316231.wav,6.0,384000,ANPA.zip
ANPA,ANPA-270101.wav,7.458,256000,ANPA.zip
ANPA,ANPA-267759.wav,6.932,256000,ANPA.zip
ANPA,ANPA-55347334.wav,6.0,384000,ANPA.zip
ANPA,ANPA-28354939.wav,6.0,384000,ANPA.zip
ANPA,ANPA-60370136.wav,7.752,256000,ANPA.zip
ANPA,ANPA-1310307.wav,4.999022,500000,ANPA.zip
ANPA,ANPA-28330861.wav,6.0,384000,ANPA.zip
ANPA,ANPA-64892069.wav,5.0,500000,ANPA.zip
ANPA,ANPA-60289386.wav,6.0,384000,ANPA.zip
ANPA,ANPA-54316278.wav,5.158666666666667,384000,ANPA.zip
ANPA,ANPA-2095828.wav,6.0,384000,ANPA.zip
ANPA,ANPA-30606130.wav,4.998976,500000,ANPA.zip
ANPA,ANPA-73595650.wav,5.0,256000,ANPA.zip
COTO,COTO-73647403.wav,2.622,256000,COTO.zip
COTO,COTO-60370099.wav,6.76,256000,COTO.zip
COTO,COTO-28294002.wav,2.6026666666666665,192000,COTO.zip
COTO,COTO-60370104.wav,5.594,256000,COTO.zip
COTO,COTO-60370101.wav,8.016,256000,COTO.zip
COTO,COTO-28620946.wav,6.0,384000,COTO.zip
COTO,COTO-60370116.wav,3.414,256000,COTO.zip
COTO,COTO-4922.wav,3.928,384000,COTO.zip
COTO,COTO-1367172.wav,4.999022,500000,COTO.zip
COTO,COTO-103684.wav,8.056,256000,COTO.zip
COTO,COTO-73536606.wav,3.562666666666667,192000,COTO.zip
COTO,COTO-55323271.wav,6.0,384000,COTO.zip
COTO,COTO-30505967.wav,6.0,384000,COTO.zip
COTO,COTO-103197.wav,4.208,256000,COTO.zip
COTO,COTO-28294266.wav,4.378666666666667,192000,COTO.zip
COTO,COTO-73607921.wav,5.0,256000,COTO.zip
COTO,COTO-28498370.wav,5.0,192000,COTO.zip
COTO,COTO-103196.wav,3.67,256000,COTO.zip
COTO,COTO-2864743.wav,2.999022,500000,COTO.zip
COTO,COTO-73583680.wav,3.67,256000,COTO.zip
COTO,COTO-268498.wav,3.876,256000,COTO.zip
COTO,COTO-73622568.wav,3.718,256000,COTO.zip
COTO,COTO-35540506.wav,6.0,256000,COTO.zip
COTO,COTO-54416308.wav,3.565,256000,COTO.zip
COTO,COTO-28293988.wav,4.245333333333333,192000,COTO.zip
COTO,COTO-73561484.wav,2.174,256000,COTO.zip
COTO,COTO-53855299.wav,4.999022,500000,COTO.zip
COTO,COTO-60292556.wav,5.0,500000,COTO.zip
COTO,COTO-3047218.wav,4.999022,500000,COTO.zip
COTO,COTO-1986916.wav,3.692,384000,COTO.zip
COTO,COTO-30502519.wav,6.0,384000,COTO.zip
COTO,COTO-54308223.wav,3.3786666666666667,384000,COTO.zip
COTO,COTO-60370117.wav,4.096,256000,COTO.zip
COTO,COTO-28364547.wav,5.676,384000,COTO.zip
COTO,COTO-1937126.wav,4.999022,500000,COTO.zip
COTO,COTO-60370107.wav,7.754,256000,COTO.zip
COTO,COTO-30506391.wav,6.0,384000,COTO.zip
COTO,COTO-32907130.wav,5.063,256000,COTO.zip
COTO,COTO-60370110.wav,4.614,256000,COTO.zip
COTO,COTO-28297757.wav,5.0,192000,COTO.zip
COTO,COTO-1330235.wav,4.816,256000,COTO.zip
COTO,COTO-1327031.wav,5.366,256000,COTO.zip
COTO,COTO-73644920.wav,2.694,256000,COTO.zip
COTO,COTO-1507608.wav,4.99837,300000,COTO.zip
COTO,COTO-31664618.wav,4.99992,500000,COTO.zip
COTO,COTO-28534640.wav,6.0,384000,COTO.zip
COTO,COTO-60353795.wav,3.884,384000,COTO.zip
COTO,COTO-60370096.wav,7.5,256000,COTO.zip
COTO,COTO-60289386.wav,6.0,384000,COTO.zip
COTO,COTO-29822644.wav,5.0,192000,COTO.zip
COTO,COTO-28501084.wav,3.3546666666666667,192000,COTO.zip
COTO,COTO-28369052.wav,5.254666666666667,384000,COTO.zip
COTO,COTO-32059581.wav,3.7066666666666666,384000,COTO.zip
COTO,COTO-73622881.wav,3.88,256000,COTO.zip
COTO,COTO-28526576.wav,3.421333333333333,192000,COTO.zip
COTO,COTO-264279.wav,7.522,256000,COTO.zip
COTO,COTO-28993541.wav,3.9026666666666663,192000,COTO.zip
COTO,COTO-2631333.wav,4.998976,500000,COTO.zip
COTO,COTO-28294061.wav,5.0,192000,COTO.zip
COTO,COTO-60370118.wav,5.022,256000,COTO.zip
COTO,COTO-28993542.wav,2.9306666666666668,192000,COTO.zip
COTO,COTO-64955196.wav,4.46,384000,COTO.zip
COTO,COTO-5056.wav,6.0,384000,COTO.zip
COTO,COTO-29857724.wav,3.108,192000,COTO.zip
COTO,COTO-54310620.wav,4.3693333333333335,384000,COTO.zip
COTO,COTO-102724.wav,7.528,256000,COTO.zip
COTO,COTO-73637666.wav,5.0,256000,COTO.zip
COTO,COTO-1511831.wav,4.99837,300000,COTO.zip
COTO,COTO-30492525.wav,4.781333333333333,384000,COTO.zip
COTO,COTO-1316226.wav,4.999022,500000,COTO.zip
COTO,COTO-1330025.wav,5.25,256000,COTO.zip
COTO,COTO-54319823.wav,6.0,384000,COTO.zip
COTO,COTO-54308611.wav,4.042666666666666,384000,COTO.zip
COTO,COTO-33844481.wav,5.204,384000,COTO.zip
COTO,COTO-30497443.wav,5.633333333333334,384000,COTO.zip
COTO,COTO-3053454.wav,2.999022,500000,COTO.zip
COTO,COTO-28499967.wav,3.2026666666666666,192000,COTO.zip
COTO,COTO-30506155.wav,4.88,384000,COTO.zip
COTO,COTO-54309743.wav,6.0,384000,COTO.zip
COTO,COTO-28590180.wav,4.6306666666666665,384000,COTO.zip
COTO,COTO-2007663.wav,4.558666666666666,384000,COTO.zip
COTO,COTO-73536601.wav,3.54,192000,COTO.zip
COTO,COTO-95436.wav,2.838,256000,COTO.zip
COTO,COTO-30494984.wav,6.0,384000,COTO.zip
COTO,COTO-54308742.wav,4.410666666666667,384000,COTO.zip
COTO,COTO-3062736.wav,4.999022,500000,COTO.zip
COTO,COTO-73644917.wav,2.946,256000,COTO.zip
COTO,COTO-28545269.wav,4.189333333333333,384000,COTO.zip
COTO,COTO-54415996.wav,5.544,256000,COTO.zip
COTO,COTO-73608456.wav,4.962,256000,COTO.zip
COTO,COTO-28455587.wav,5.0,192000,COTO.zip
COTO,COTO-3031218.wav,4.999022,500000,COTO.zip
COTO,COTO-30505969.wav,6.0,384000,COTO.zip
COTO,COTO-54310729.wav,4.772,384000,COTO.zip
COTO,COTO-28286343.wav,4.661333333333333,192000,COTO.zip
COTO,COTO-73637672.wav,5.0,256000,COTO.zip
COTO,COTO-73642549.wav,4.046,256000,COTO.zip
COTO,COTO-55322486.wav,6.0,384000,COTO.zip
COTO,COTO-55322875.wav,6.0,384000,COTO.zip
COTO,COTO-28294014.wav,3.2666666666666666,192000,COTO.zip
COTO,COTO-60292005.wav,5.0,500000,COTO.zip
COTO,COTO-1398573.wav,4.99837,300000,COTO.zip
COTO,COTO-28294060.wav,5.0,192000,COTO.zip
COTO,COTO-1328656.wav,6.51,256000,COTO.zip
COTO,COTO-63090917.wav,6.0,384000,COTO.zip
COTO,COTO-31854421.wav,4.99992,500000,COTO.zip
COTO,COTO-185519.wav,4.38,256000,COTO.zip
COTO,COTO-30505968.wav,6.0,384000,COTO.zip
COTO,COTO-60369369.wav,8.006,256000,COTO.zip
COTO,COTO-64954383.wav,4.990666666666667,384000,COTO.zip
COTO,COTO-2000644.wav,6.0,384000,COTO.zip
COTO,COTO-60370100.wav,5.946,256000,COTO.zip
COTO,COTO-28353884.wav,6.0,384000,COTO.zip
COTO,COTO-1373748.wav,4.99837,300000,COTO.zip
COTO,COTO-60370097.wav,5.214,256000,COTO.zip
COTO,COTO-60370102.wav,6.568,256000,COTO.zip
COTO,COTO-1330336.wav,3.64,256000,COTO.zip
COTO,COTO-30504721.wav,3.94,384000,COTO.zip
COTO,COTO-60370113.wav,3.56,256000,COTO.zip
COTO,COTO-1330626.wav,3.166,256000,COTO.zip
COTO,COTO-73607818.wav,4.382,256000,COTO.zip
COTO,COTO-28499910.wav,5.0,192000,COTO.zip
COTO,COTO-28597234.wav,6.0,384000,COTO.zip
COTO,COTO-60370111.wav,4.898,256000,COTO.zip
COTO,COTO-73645035.wav,3.632,256000,COTO.zip
COTO,COTO-1338632.wav,4.616,256000,COTO.zip
COTO,COTO-29838547.wav,2.794666666666666,192000,COTO.zip
COTO,COTO-28298002.wav,3.3866666666666667,192000,COTO.zip
COTO,COTO-33448283.wav,5.024,256000,COTO.zip
COTO,COTO-31630960.wav,4.99992,500000,COTO.zip
COTO,COTO-35540790.wav,6.0,256000,COTO.zip
COTO,COTO-54319822.wav,6.0,384000,COTO.zip
COTO,COTO-35540764.wav,5.846,256000,COTO.zip
COTO,COTO-60370115.wav,3.93,256000,COTO.zip
COTO,COTO-28526323.wav,2.864,192000,COTO.zip
COTO,COTO-29632675.wav,5.788,384000,COTO.zip
COTO,COTO-60370105.wav,4.486,256000,COTO.zip
COTO,COTO-60370119.wav,4.114,256000,COTO.zip
COTO,COTO-30505760.wav,6.0,384000,COTO.zip
COTO,COTO-35540542.wav,6.0,256000,COTO.zip
COTO,COTO-28339473.wav,5.177333333333333,384000,COTO.zip
COTO,COTO-1331846.wav,2.822,256000,COTO.zip
COTO,COTO-28548571.wav,4.485333333333333,384000,COTO.zip
COTO,COTO-30492526.wav,6.0,384000,COTO.zip
COTO,COTO-29840275.wav,4.742666666666667,192000,COTO.zip
COTO,COTO-28520038.wav,3.3653333333333335,192000,COTO.zip
COTO,COTO-33448292.wav,3.914,256000,COTO.zip
COTO,COTO-3053726.wav,4.999022,500000,COTO.zip
COTO,COTO-73622592.wav,3.14,256000,COTO.zip
COTO,COTO-28366334.wav,5.733333333333333,384000,COTO.zip
COTO,COTO-64954373.wav,4.1306666666666665,384000,COTO.zip
COTO,COTO-30494988.wav,5.469333333333333,384000,COTO.zip
COTO,COTO-28480371.wav,5.0,192000,COTO.zip
COTO,COTO-31620131.wav,4.99992,500000,COTO.zip
COTO,COTO-64954769.wav,3.6013333333333333,384000,COTO.zip
COTO,COTO-73643109.wav,3.41,256000,COTO.zip
COTO,COTO-73607283.wav,5.0,256000,COTO.zip
COTO,COTO-28368282.wav,4.582666666666666,384000,COTO.zip
COTO,COTO-29764009.wav,5.004,192000,COTO.zip
COTO,COTO-29840925.wav,3.8773333333333335,192000,COTO.zip
COTO,COTO-30506394.wav,3.6546666666666665,384000,COTO.zip
COTO,COTO-74445505.wav,6.0,384000,COTO.zip
COTO,COTO-28490613.wav,4.589333333333333,192000,COTO.zip
COTO,COTO-1395163.wav,4.99837,300000,COTO.zip
COTO,COTO-28285637.wav,2.8773333333333335,192000,COTO.zip
COTO,COTO-60293805.wav,5.0,500000,COTO.zip
COTO,COTO-35540536.wav,6.0,256000,COTO.zip
EPFU,EPFU-63085619.wav,6.0,384000,EPFU.zip
EPFU,EPFU-2887254.wav,4.995072,500000,EPFU.zip
EPFU,EPFU-28421226.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-64873014.wav,5.0,500000,EPFU.zip
EPFU,EPFU-29784635.wav,4.442666666666667,192000,EPFU.zip
EPFU,EPFU-64861358.wav,5.0,500000,EPFU.zip
EPFU,EPFU-2044142.wav,4.999022,500000,EPFU.zip
EPFU,EPFU-28267811.wav,5.004,192000,EPFU.zip
EPFU,EPFU-64896950.wav,3.0,500000,EPFU.zip
EPFU,EPFU-28845844.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-28467957.wav,5.0,192000,EPFU.zip
EPFU,EPFU-29788662.wav,4.14,192000,EPFU.zip
EPFU,EPFU-28527372.wav,5.0,192000,EPFU.zip
EPFU,EPFU-32903974.wav,6.954,256000,EPFU.zip
EPFU,EPFU-26590169.wav,6.649,256000,EPFU.zip
EPFU,EPFU-3062271.wav,2.999022,500000,EPFU.zip
EPFU,EPFU-28445890.wav,5.0,192000,EPFU.zip
EPFU,EPFU-28408685.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-2072378.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-30358576.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-32997945.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-73608142.wav,5.0,256000,EPFU.zip
EPFU,EPFU-28504136.wav,5.0,192000,EPFU.zip
EPFU,EPFU-54299586.wav,6.0,384000,EPFU.zip
EPFU,EPFU-1369397.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-57370153.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-2817086.wav,4.999022,500000,EPFU.zip
EPFU,EPFU-1936817.wav,4.999022,500000,EPFU.zip
EPFU,EPFU-60294115.wav,5.0,500000,EPFU.zip
EPFU,EPFU-28448603.wav,5.0,192000,EPFU.zip
EPFU,EPFU-56661639.wav,2.995292,500000,EPFU.zip
EPFU,EPFU-26973298.wav,2.995292,500000,EPFU.zip
EPFU,EPFU-28331859.wav,6.0,384000,EPFU.zip
EPFU,EPFU-28480908.wav,5.0,192000,EPFU.zip
EPFU,EPFU-28411645.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-29697954.wav,5.0,192000,EPFU.zip
EPFU,EPFU-55347714.wav,6.0,384000,EPFU.zip
EPFU,EPFU-29932431.wav,3.95,256000,EPFU.zip
EPFU,EPFU-73595447.wav,4.484,256000,EPFU.zip
EPFU,EPFU-2072468.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-3806057.wav,3.127,256000,EPFU.zip
EPFU,EPFU-30319168.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-402058.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-29841179.wav,4.010666666666666,192000,EPFU.zip
EPFU,EPFU-34095706.wav,2.998976,500000,EPFU.zip
EPFU,EPFU-29962684.wav,5.0,256000,EPFU.zip
EPFU,EPFU-33621876.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-36283263.wav,3.5573333333333332,384000,EPFU.zip
EPFU,EPFU-53842859.wav,4.998976,500000,EPFU.zip
EPFU,EPFU-310730.wav,2.998976,500000,EPFU.zip
