species,filename,duration,sample_rate,archive,split,path
ANPA,ANPA-2153644.wav,4.752,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2153644.wav
ANPA,ANPA-2154662.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2154662.wav
ANPA,ANPA-2155119.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2155119.wav
ANPA,ANPA-2216709.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2216709.wav
ANPA,ANPA-263834.wav,5.892,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-263834.wav
ANPA,ANPA-263939.wav,6.56,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-263939.wav
ANPA,ANPA-264124.wav,6.486,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-264124.wav
ANPA,ANPA-264125.wav,5.2,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-264125.wav
ANPA,ANPA-264232.wav,7.336,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-264232.wav
ANPA,ANPA-267553.wav,14.346,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-267553.wav
ANPA,ANPA-267555.wav,7.808,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-267555.wav
ANPA,ANPA-267614.wav,10.032,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-267614.wav
ANPA,ANPA-267874.wav,15.0,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-267874.wav
ANPA,ANPA-269180.wav,3.394,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269180.wav
ANPA,ANPA-269737.wav,7.742,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269737.wav
ANPA,ANPA-269786.wav,10.648,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269786.wav
ANPA,ANPA-269876.wav,14.102,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269876.wav
ANPA,ANPA-269881.wav,10.766,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269881.wav
ANPA,ANPA-269890.wav,12.598,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-269890.wav
ANPA,ANPA-270017.wav,11.284,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270017.wav
ANPA,ANPA-270101.wav,7.458,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270101.wav
ANPA,ANPA-270466.wav,12.44,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270466.wav
ANPA,ANPA-270578.wav,8.768,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270578.wav
ANPA,ANPA-270674.wav,5.15,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270674.wav
ANPA,ANPA-270686.wav,7.21,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-270686.wav
ANPA,ANPA-2807513.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2807513.wav
ANPA,ANPA-2808761.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2808761.wav
ANPA,ANPA-28322824.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28322824.wav
ANPA,ANPA-28330861.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28330861.wav
ANPA,ANPA-28332353.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28332353.wav
ANPA,ANPA-28343721.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28343721.wav
ANPA,ANPA-28353522.wav,5.556,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28353522.wav
ANPA,ANPA-28354503.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28354503.wav
ANPA,ANPA-28354939.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28354939.wav
ANPA,ANPA-28361845.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28361845.wav
ANPA,ANPA-28362705.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28362705.wav
ANPA,ANPA-28368526.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28368526.wav
ANPA,ANPA-28390444.wav,4.998976,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28390444.wav
ANPA,ANPA-28396571.wav,8.144,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28396571.wav
ANPA,ANPA-28405876.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28405876.wav
ANPA,ANPA-28441331.wav,4.998666666666667,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28441331.wav
ANPA,ANPA-28441837.wav,4.998666666666667,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28441837.wav
ANPA,ANPA-28486387.wav,5.0,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28486387.wav
ANPA,ANPA-28489325.wav,5.0,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28489325.wav
ANPA,ANPA-28496526.wav,5.0,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28496526.wav
ANPA,ANPA-28498742.wav,5.0,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28498742.wav
ANPA,ANPA-28580464.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28580464.wav
ANPA,ANPA-2858523.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2858523.wav
ANPA,ANPA-2858568.wav,2.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-2858568.wav
ANPA,ANPA-28593653.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28593653.wav
ANPA,ANPA-28624385.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28624385.wav
ANPA,ANPA-28992493.wav,4.892,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28992493.wav
ANPA,ANPA-28992522.wav,4.965333333333334,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28992522.wav
ANPA,ANPA-28994033.wav,4.810666666666667,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28994033.wav
ANPA,ANPA-28994120.wav,3.8826666666666667,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-28994120.wav
ANPA,ANPA-29014644.wav,10.444,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29014644.wav
ANPA,ANPA-29049604.wav,4.998976,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29049604.wav
ANPA,ANPA-29168030.wav,4.566,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29168030.wav
ANPA,ANPA-29169431.wav,10.14,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29169431.wav
ANPA,ANPA-29169747.wav,12.484,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29169747.wav
ANPA,ANPA-29170036.wav,9.248,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29170036.wav
ANPA,ANPA-29718948.wav,4.998666666666667,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29718948.wav
ANPA,ANPA-29726216.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29726216.wav
ANPA,ANPA-29756702.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29756702.wav
ANPA,ANPA-29758522.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29758522.wav
ANPA,ANPA-29758887.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29758887.wav
ANPA,ANPA-29764099.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29764099.wav
ANPA,ANPA-29764326.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29764326.wav
ANPA,ANPA-29788718.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29788718.wav
ANPA,ANPA-29876186.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-29876186.wav
ANPA,ANPA-3038010.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3038010.wav
ANPA,ANPA-30488880.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-30488880.wav
ANPA,ANPA-3050820.wav,2.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3050820.wav
ANPA,ANPA-3051417.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3051417.wav
ANPA,ANPA-3051996.wav,2.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3051996.wav
ANPA,ANPA-30599670.wav,4.998976,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-30599670.wav
ANPA,ANPA-30606130.wav,4.998976,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-30606130.wav
ANPA,ANPA-3062323.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3062323.wav
ANPA,ANPA-3062857.wav,4.999022,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3062857.wav
ANPA,ANPA-31606801.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31606801.wav
ANPA,ANPA-31607479.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31607479.wav
ANPA,ANPA-31607488.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31607488.wav
ANPA,ANPA-31611221.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31611221.wav
ANPA,ANPA-31628799.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31628799.wav
ANPA,ANPA-31637499.wav,2.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31637499.wav
ANPA,ANPA-31676739.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31676739.wav
ANPA,ANPA-31856063.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31856063.wav
ANPA,ANPA-31857782.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31857782.wav
ANPA,ANPA-31860132.wav,4.99992,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-31860132.wav
ANPA,ANPA-32899875.wav,10.064,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-32899875.wav
ANPA,ANPA-32899877.wav,7.062,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-32899877.wav
ANPA,ANPA-32901698.wav,11.382,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-32901698.wav
ANPA,ANPA-32901700.wav,8.26,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-32901700.wav
ANPA,ANPA-32902471.wav,8.026,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-32902471.wav
ANPA,ANPA-33845099.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-33845099.wav
ANPA,ANPA-33846255.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-33846255.wav
ANPA,ANPA-3803722.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-3803722.wav
ANPA,ANPA-4118001.wav,4.998976,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-4118001.wav
ANPA,ANPA-53651106.wav,11.198,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-53651106.wav
ANPA,ANPA-54299581.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54299581.wav
ANPA,ANPA-54309436.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54309436.wav
ANPA,ANPA-54310826.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54310826.wav
ANPA,ANPA-54311222.wav,4.168,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54311222.wav
ANPA,ANPA-54315615.wav,4.557333333333333,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54315615.wav
ANPA,ANPA-54316107.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54316107.wav
ANPA,ANPA-54316231.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54316231.wav
ANPA,ANPA-54316278.wav,5.158666666666667,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54316278.wav
ANPA,ANPA-54316337.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54316337.wav
ANPA,ANPA-54316440.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54316440.wav
ANPA,ANPA-54319815.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54319815.wav
ANPA,ANPA-54319816.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54319816.wav
ANPA,ANPA-54319817.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54319817.wav
ANPA,ANPA-54319819.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54319819.wav
ANPA,ANPA-54319820.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54319820.wav
ANPA,ANPA-54400714.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54400714.wav
ANPA,ANPA-54419478.wav,7.196,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-54419478.wav
ANPA,ANPA-55347334.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-55347334.wav
ANPA,ANPA-56510105.wav,15.0,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-56510105.wav
ANPA,ANPA-56652879.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-56652879.wav
ANPA,ANPA-60289386.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60289386.wav
ANPA,ANPA-60370121.wav,3.096,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370121.wav
ANPA,ANPA-60370124.wav,6.828,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370124.wav
ANPA,ANPA-60370127.wav,6.444,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370127.wav
ANPA,ANPA-60370129.wav,7.022,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370129.wav
ANPA,ANPA-60370130.wav,11.1,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370130.wav
ANPA,ANPA-60370131.wav,9.202,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370131.wav
ANPA,ANPA-60370134.wav,12.25,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370134.wav
ANPA,ANPA-60370135.wav,10.08,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370135.wav
ANPA,ANPA-60370137.wav,7.49,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370137.wav
ANPA,ANPA-60370138.wav,7.896,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370138.wav
ANPA,ANPA-60370139.wav,7.348,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-60370139.wav
ANPA,ANPA-63085611.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-63085611.wav
ANPA,ANPA-64861950.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64861950.wav
ANPA,ANPA-64862314.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64862314.wav
ANPA,ANPA-64867914.wav,5.0,300000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64867914.wav
ANPA,ANPA-64869243.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64869243.wav
ANPA,ANPA-64869408.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64869408.wav
ANPA,ANPA-64870551.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64870551.wav
ANPA,ANPA-64870553.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64870553.wav
ANPA,ANPA-64872818.wav,3.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64872818.wav
ANPA,ANPA-64872915.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64872915.wav
ANPA,ANPA-64874840.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64874840.wav
ANPA,ANPA-64880048.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64880048.wav
ANPA,ANPA-64880581.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64880581.wav
ANPA,ANPA-64883357.wav,3.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64883357.wav
ANPA,ANPA-64888173.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64888173.wav
ANPA,ANPA-64892069.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64892069.wav
ANPA,ANPA-64892070.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64892070.wav
ANPA,ANPA-64892071.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64892071.wav
ANPA,ANPA-64892223.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64892223.wav
ANPA,ANPA-64895321.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64895321.wav
ANPA,ANPA-64895322.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64895322.wav
ANPA,ANPA-64895323.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64895323.wav
ANPA,ANPA-64895476.wav,3.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64895476.wav
ANPA,ANPA-64895477.wav,3.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64895477.wav
ANPA,ANPA-64897886.wav,5.0,500000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64897886.wav
ANPA,ANPA-64952921.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64952921.wav
ANPA,ANPA-64952922.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64952922.wav
ANPA,ANPA-64954566.wav,6.0,384000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-64954566.wav
ANPA,ANPA-73515006.wav,4.94,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73515006.wav
ANPA,ANPA-73546021.wav,3.894,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73546021.wav
ANPA,ANPA-73555990.wav,5.0,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73555990.wav
ANPA,ANPA-73556118.wav,5.0,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73556118.wav
ANPA,ANPA-73556603.wav,3.704,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73556603.wav
ANPA,ANPA-73557046.wav,5.0,256000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73557046.wav
ANPA,ANPA-73573608.wav,5.004,192000,ANPA.zip,train,/Users/katterns/ITMO/Practice/data/ANPA/ANPA-73573608.wav
